"Question","Characteristics","response","count","State"
"Currently caught up on mortgage or rental payments","Yes","Enough food, but not always the kinds wanted",74089,"AK"
"Difficulty hearing","A lot of difficulty","Enough food, but not always the kinds wanted",2470,"AK"
"Difficulty hearing","Cannot do at all","Enough food, but not always the kinds wanted",176,"AK"
"Difficulty hearing","Did not report","Enough food, but not always the kinds wanted",5932,"AK"
"Difficulty hearing","No difficulty","Enough food, but not always the kinds wanted",85995,"AK"
"Difficulty hearing","Some difficulty","Enough food, but not always the kinds wanted",22122,"AK"
"Difficulty remembering or concentrating","A lot of difficulty","Enough food, but not always the kinds wanted",6592,"AK"
"Difficulty remembering or concentrating","Cannot do at all","Enough food, but not always the kinds wanted",367,"AK"
"Difficulty remembering or concentrating","Did not report","Enough food, but not always the kinds wanted",5816,"AK"
"Difficulty remembering or concentrating","No difficulty","Enough food, but not always the kinds wanted",52968,"AK"
"Difficulty remembering or concentrating","Some difficulty","Enough food, but not always the kinds wanted",50952,"AK"
"Difficulty seeing","A lot of difficulty","Enough food, but not always the kinds wanted",2531,"AK"
"Difficulty seeing","Cannot do at all","Enough food, but not always the kinds wanted",NA,"AK"
"Difficulty seeing","Did not report","Enough food, but not always the kinds wanted",6071,"AK"
"Difficulty seeing","No difficulty","Enough food, but not always the kinds wanted",65810,"AK"
"Difficulty seeing","Some difficulty","Enough food, but not always the kinds wanted",42284,"AK"
"Difficulty walking or climbing stairs","A lot of difficulty","Enough food, but not always the kinds wanted",5907,"AK"
"Difficulty walking or climbing stairs","Cannot do at all","Enough food, but not always the kinds wanted",87,"AK"
"Difficulty walking or climbing stairs","Did not report","Enough food, but not always the kinds wanted",5816,"AK"
"Difficulty walking or climbing stairs","No difficulty","Enough food, but not always the kinds wanted",67335,"AK"
"Difficulty walking or climbing stairs","Some difficulty","Enough food, but not always the kinds wanted",37550,"AK"
"Education","Bachelor’s degree or higher","Enough food, but not always the kinds wanted",23770,"AK"
"Education","High school or GED","Enough food, but not always the kinds wanted",41413,"AK"
"Education","Less than high school","Enough food, but not always the kinds wanted",1796,"AK"
"Education","Some college/associate’s degree","Enough food, but not always the kinds wanted",49716,"AK"
"Experienced loss of employment income in last 4 weeks","Did not report","Enough food, but not always the kinds wanted",NA,"AK"
"Experienced loss of employment income in last 4 weeks","No","Enough food, but not always the kinds wanted",79673,"AK"
"Experienced loss of employment income in last 4 weeks","Yes","Enough food, but not always the kinds wanted",37022,"AK"
"Free groceries in last 7 days","Did not report","Enough food, but not always the kinds wanted",358,"AK"
"Free groceries in last 7 days","No","Enough food, but not always the kinds wanted",102035,"AK"
"Free groceries in last 7 days","Yes","Enough food, but not always the kinds wanted",14303,"AK"
"Frequency of feeling down, depressed, or hopeless","Did not report","Enough food, but not always the kinds wanted",3631,"AK"
"Frequency of feeling down, depressed, or hopeless","More than half the days","Enough food, but not always the kinds wanted",11060,"AK"
"Frequency of feeling down, depressed, or hopeless","Nearly every day","Enough food, but not always the kinds wanted",23972,"AK"
"Frequency of feeling down, depressed, or hopeless","Not at all","Enough food, but not always the kinds wanted",49375,"AK"
"Frequency of feeling down, depressed, or hopeless","Several days","Enough food, but not always the kinds wanted",28657,"AK"
"Frequency of feeling nervous, anxious, on edge","Did not report","Enough food, but not always the kinds wanted",3631,"AK"
"Frequency of feeling nervous, anxious, on edge","More than half the days","Enough food, but not always the kinds wanted",8798,"AK"
"Frequency of feeling nervous, anxious, on edge","Nearly every day","Enough food, but not always the kinds wanted",29769,"AK"
"Frequency of feeling nervous, anxious, on edge","Not at all","Enough food, but not always the kinds wanted",40553,"AK"
"Frequency of feeling nervous, anxious, on edge","Several days","Enough food, but not always the kinds wanted",33944,"AK"
"Frequency of having little interest or pleasure in doing things","Did not report","Enough food, but not always the kinds wanted",3631,"AK"
"Frequency of having little interest or pleasure in doing things","More than half the days","Enough food, but not always the kinds wanted",14313,"AK"
"Frequency of having little interest or pleasure in doing things","Nearly every day","Enough food, but not always the kinds wanted",18293,"AK"
"Frequency of having little interest or pleasure in doing things","Not at all","Enough food, but not always the kinds wanted",40513,"AK"
"Frequency of having little interest or pleasure in doing things","Several days","Enough food, but not always the kinds wanted",39945,"AK"
"Frequency of not being able to stop or control worrying","Did not report","Enough food, but not always the kinds wanted",3631,"AK"
"Frequency of not being able to stop or control worrying","More than half the days","Enough food, but not always the kinds wanted",11265,"AK"
"Frequency of not being able to stop or control worrying","Nearly every day","Enough food, but not always the kinds wanted",24882,"AK"
"Frequency of not being able to stop or control worrying","Not at all","Enough food, but not always the kinds wanted",42745,"AK"
"Frequency of not being able to stop or control worrying","Several days","Enough food, but not always the kinds wanted",34173,"AK"
"Gender","Cisgender female","Enough food, but not always the kinds wanted",52688,"AK"
"Gender","Cisgender male","Enough food, but not always the kinds wanted",55859,"AK"
"Gender","Did not report","Enough food, but not always the kinds wanted",1263,"AK"
"Gender","None of these","Enough food, but not always the kinds wanted",4542,"AK"
"Gender","Transgender","Enough food, but not always the kinds wanted",2344,"AK"
"Hispanic origin and Race","Asian alone, not Hispanic","Enough food, but not always the kinds wanted",4634,"AK"
"Hispanic origin and Race","Black alone, not Hispanic","Enough food, but not always the kinds wanted",3057,"AK"
"Hispanic origin and Race","Hispanic or Latino (may be of any race)","Enough food, but not always the kinds wanted",11271,"AK"
"Hispanic origin and Race","Two or more races + Other races, not Hispanic","Enough food, but not always the kinds wanted",28723,"AK"
"Hispanic origin and Race","White alone, not Hispanic","Enough food, but not always the kinds wanted",69011,"AK"
"Household income","$100,000 - $149,999","Enough food, but not always the kinds wanted",13900,"AK"
"Household income","$150,000 - $199,999","Enough food, but not always the kinds wanted",1719,"AK"
"Household income","$200,000 and above","Enough food, but not always the kinds wanted",3474,"AK"
"Household income","$25,000 - $34,999","Enough food, but not always the kinds wanted",14479,"AK"
"Household income","$35,000 - $49,999","Enough food, but not always the kinds wanted",17493,"AK"
"Household income","$50,000 - $74,999","Enough food, but not always the kinds wanted",17304,"AK"
"Household income","$75,000 - $99,999","Enough food, but not always the kinds wanted",19681,"AK"
"Household income","Did not report","Enough food, but not always the kinds wanted",15256,"AK"
"Household income","Less than $25,000","Enough food, but not always the kinds wanted",13391,"AK"
"Household size","1 person in the household","Enough food, but not always the kinds wanted",12000,"AK"
"Household size","2 people in the household","Enough food, but not always the kinds wanted",27219,"AK"
"Household size","3 people in the household","Enough food, but not always the kinds wanted",23144,"AK"
"Household size","4 people in the household","Enough food, but not always the kinds wanted",21631,"AK"
"Household size","5 people in the household","Enough food, but not always the kinds wanted",13216,"AK"
"Household size","6 people in the household","Enough food, but not always the kinds wanted",13272,"AK"
"Household size","7 or more people in the household","Enough food, but not always the kinds wanted",6214,"AK"
"Lesbian, Gay, Bisexual and Transgender","Did not report","Enough food, but not always the kinds wanted",1849,"AK"
"Lesbian, Gay, Bisexual and Transgender","No","Enough food, but not always the kinds wanted",97079,"AK"
"Lesbian, Gay, Bisexual and Transgender","Other","Enough food, but not always the kinds wanted",7170,"AK"
"Lesbian, Gay, Bisexual and Transgender","Yes","Enough food, but not always the kinds wanted",10597,"AK"
"Marital status","Did not report","Enough food, but not always the kinds wanted",874,"AK"
"Marital status","Divorced/separated","Enough food, but not always the kinds wanted",17347,"AK"
"Marital status","Married","Enough food, but not always the kinds wanted",65085,"AK"
"Marital status","Never married","Enough food, but not always the kinds wanted",26657,"AK"
"Marital status","Widowed","Enough food, but not always the kinds wanted",6731,"AK"
"Presence of children under 18 years old","Children in household","Enough food, but not always the kinds wanted",47324,"AK"
"Presence of children under 18 years old","No children","Enough food, but not always the kinds wanted",69372,"AK"
"Reason for not working","Did not report reason","Enough food, but not always the kinds wanted",71769,"AK"
"Reason for not working","I am retired","Enough food, but not always the kinds wanted",17686,"AK"
"Reason for not working","I did not have transportation to work","Enough food, but not always the kinds wanted",NA,"AK"
"Reason for not working","I did not want to be employed at this time","Enough food, but not always the kinds wanted",638,"AK"
"Reason for not working","I was caring for an elderly person","Enough food, but not always the kinds wanted",308,"AK"
"Reason for not working","I was caring for children not in school or daycare","Enough food, but not always the kinds wanted",1440,"AK"
