Question,Characteristics,US1,US2,US3,US4,US5,AL1,AL2,AL4,AL4,AL5,AK1,AK2,AK3,AK4,AK5,AZ1,AZ2,AZ3,AZ4,AZ5,AR1,AR2,AR3,AR4,AR5,CA1,CA2,CA3,CA4,CA5,CO1,CO2,CO3,CO4,CO5,CT1,CT2,CT3,CT4,CT5,DE1,DE2,DE3,DE4,DE5,DC1,DC2,DC3,DC4,DC5,FL1,FL2,FL3,FL4,FL5,GA1,GA2,GA3,GA4,GA5,HI1,HI2,HI3,HI4,HI5,ID1,ID2,ID3,ID4,ID5,IL1,IL2,IL3,IL4,IL5,IN1,IN2,IN3,IN4,IN5,IA1,IA2,IA3,IA4,IA5,KS1,KS2,KS3,KS4,KS5,KY1,KY2,KY3,KY4,KY5,LA1,LA2,LA3,LA4,LA5,ME1,ME2,ME3,ME4,ME5,MD1,MD2,MD3,MD4,MD5,MA1,MA2,MA3,MA4,MA5,MI1,MI2,MI3,MI4,MI5,MN1,MN2,MN3,MN4,MN5,MS1,MS2,MS3,MS4,MS5,MO1,MO2,MO3,MO4,MO5,MT1,MT2,MT3,MT4,MT5,NE1,NE2,NE3,NE4,NE5,NV1,NV2,NV3,NV4,NV5,NH1,NH2,NH3,NH4,NH5,NJ1,NJ2,NJ3,NJ4,NJ5,NM1,NM2,NM3,NM4,NM5,NY1,NY2,NY3,NY4,NY5,NC1,NC2,NC3,NC4,NC5,ND1,ND2,ND3,ND4,ND5,OH1,OH2,OH3,OH4,OH5,OK1,OK2,OK3,OK4,OK5,OR1,OR2,OR3,OR4,OR5,PA1,PA2,PA3,PA4,PA5,RI1,RI2,RI3,RI4,RI5,SC1,SC2,SC3,SC4,SC5,SD1,SD2,SD3,SD4,SD5,TN1,TN2,TN3,TN4,TN5,TX1,TX2,TX3,TX4,TX5,UT1,UT2,UT3,UT4,UT5,VT1,VT2,VT3,VT4,VT5,VA1,VA2,VA3,VA4,VA5,WA1,WA2,WA3,WA4,WA5,WV1,WV2,WV3,WV4,WV5,WI1,WI2,WI3,WI4,WI5,WY1,WY2,WY3,WY4,WY5,METRO1,METRO2,METRO3,METRO4,METRO5
Household size,6 people in the household,5374083,3566159,1498481,390225,2369558,105167,100477,18920,5026,,20027,13272,759,220,1040,79414,56695,19168,7136,52011,78104,21585,5999,,19586,848395,372947,279429,61593,486099,66266,21809,22296,,13775,38483,28715,,,13004,11554,6543,12341,,3396,2972,3698,,,,216987,307338,187022,,250877,201852,78813,104198,10632,81783,43115,29399,1131,,13514,54358,23173,10807,,9152,146576,315754,47722,34884,59357,108666,71413,,,85291,33340,37035,2588,,10310,51352,25918,11949,7471,20576,28846,80049,,12297,101686,23745,47006,55491,4519,27524,5013,1326,3133,,,88440,125565,7506,4666,8777,115216,59161,19768,11016,80526,270389,102935,74561,21812,95955,69592,54660,28105,,19525,35893,68597,5902,,20842,112479,11601,26208,6779,35018,21489,14810,2756,,,18804,31228,935,1961,10173,58534,44934,13436,6502,19783,13552,13077,10422,,1022,154009,71612,30697,,121790,29099,24580,8588,2418,18948,137833,135746,138375,,125032,116387,36076,53715,,96396,5766,1454,,493,1874,199370,163780,52440,,16263,35755,18237,,6479,23854,90959,29613,4844,4065,21937,178438,153569,35603,6268,61233,26598,8209,3839,,4163,48041,2222,35120,,3249,21846,3741,,868,964,202493,95480,15558,,37882,636684,335446,84803,161220,172497,108661,57512,989,330,11282,17600,6136,,305,3757,75089,91119,36494,,52688,181553,130373,11195,11265,30347,4474,7770,,,5052,128202,21394,11955,,17087,6605,2553,1716,,2660,197645,80140,94433,,127108
Household size,7 or more people in the household,4365498,3066678,1815095,790589,3381848,50817,31085,36640,35869,24612,4891,6214,443,3227,5880,99004,88540,24801,46990,115112,23495,40417,5688,3377,29603,744851,850792,210803,108193,828329,46365,67594,23452,17232,34491,67499,24783,18397,,24510,2168,7416,5226,5226,4112,9566,3591,3141,19016,,77895,259243,192263,211398,168586,90597,48417,96852,2541,77103,16404,9663,30104,3501,17370,27115,12337,10818,977,18129,137902,79832,29853,,165804,76625,28693,60943,,68964,26325,39839,15156,,26220,7724,17015,5139,14098,60592,22717,18092,2256,25121,38894,47069,35722,,28484,68708,,5727,20725,,12273,69035,63819,26817,,44159,49761,58233,48503,25735,61419,91555,52528,53817,20752,67302,62818,32465,7548,,32936,42718,50750,11411,,,121765,29020,44797,17948,60396,8406,7705,4651,6424,4840,9200,18739,2563,5913,2671,23036,75239,50877,15350,40532,2653,15543,3420,,11241,94695,19609,49827,11349,62503,73104,,2258,,32140,619318,49779,,10641,169423,121430,145791,12638,27728,98426,3834,9195,2783,10814,,169453,9476,93455,,95344,34080,68630,19546,2100,35954,48592,76540,,,48679,161821,33741,106136,11466,59508,5477,6798,2843,,6700,54757,52677,18845,10447,11057,12045,11368,5286,,,65800,23957,3689,14892,2613,298762,153860,375381,9157,455147,89852,86454,9245,,26570,3412,609,6076,,2436,133816,57754,17094,,21614,194316,89510,15747,26533,88892,24273,75134,10483,1268,4189,87276,14324,15547,35288,35678,9407,2422,1110,1533,10190,682259,23501,49827,10641,168052
"Lesbian, Gay, Bisexual and Transgender",Did not report,2280482,1064631,634155,161963,2664554,25636,21993,19556,,34867,5830,1849,,,4965,127483,18331,1307,1943,45846,19198,7761,,,24291,369690,106253,157470,6046,289713,23558,9460,2899,,57344,23435,7546,9517,,19392,9358,7135,255,212,2003,1256,276,,,1566,150841,154917,118728,17462,151938,71920,19430,16473,614,68568,1480,1570,2265,,4433,10717,4532,1502,,1391,62357,35378,6229,,85627,21511,13288,,,36303,11266,1775,,881,7429,12545,10697,1973,,14728,24906,28493,,,49517,15292,12083,9978,4281,53148,10303,6163,,,2320,48475,26383,29414,16184,44551,49468,12960,15691,7343,40509,41778,22421,9078,,78131,25999,3193,18954,,46708,11820,5794,9706,1117,25641,42972,23923,5200,6821,57790,6234,717,986,,5196,11959,13759,,,13253,25634,4733,,,16565,7689,,,,5261,58956,48271,3743,,108307,14795,1069,,,9976,157078,98009,125193,48199,316832,74773,10393,,34353,31112,3261,454,244,205,5871,125763,2393,,,130777,19793,3214,1538,,16564,31763,27040,2739,,22872,54654,46483,9717,5213,74435,7166,3621,2674,,5052,26750,10642,3707,,40712,2370,12979,,,3089,17130,31157,,,34175,252272,121743,30280,,344785,28385,9903,,2161,25724,3417,420,,,2649,41822,11842,17141,888,108245,40770,33636,,7362,35835,9108,2324,,,7215,36007,6227,,,49290,3839,,,677,2047,153583,129889,128935,48199,223922
"Lesbian, Gay, Bisexual and Transgender",No,118551919,45554159,14459319,4142641,32381244,1654112,848163,251954,140212,460037,277968,97079,19868,8397,41601,2527097,1020975,385636,55035,514560,1006662,507886,117644,57694,295550,14157023,5033959,1834871,283262,3566403,2358050,770709,203813,33330,460995,1477686,396055,96475,79424,377842,362509,158920,52997,9769,82105,256549,46105,35099,2577,23708,6910400,3617876,1193904,483877,2551443,3366796,1602079,629957,143135,1023350,495018,259030,46780,6967,118141,747496,276371,97036,15591,154581,4329960,2204188,539567,242723,1251979,2522361,759327,257308,73124,805345,1260835,421629,133175,21441,304901,1037160,405110,91358,37733,295902,1508942,673181,180437,101936,542537,1126262,750241,270121,105207,636334,579602,214124,69012,11971,98251,2482873,786033,198971,41412,375752,2691361,779308,259072,35823,718784,3846004,1269956,462095,134182,1075350,2397899,730040,144641,56666,486105,883828,595466,161275,74679,288568,2356503,708999,195893,188203,501957,458742,154747,60494,17571,58595,714445,233442,68910,20514,186182,1021679,507690,230175,30115,321263,591114,206017,69911,8798,101635,3563730,1064948,325035,73507,1054477,664206,280385,138861,30985,218794,7184878,2319499,624420,267672,2084635,3859621,1478658,563013,123616,1266341,290968,102267,24952,7871,66469,4636793,1736149,434333,166336,833253,1242551,718931,185678,53864,355942,1601474,478818,86702,65513,303639,4792735,1637450,563876,148479,1295980,438335,141214,35462,6720,98857,1907788,717778,173373,55220,769585,374148,116651,27147,12777,62339,2390036,1122397,315441,135886,771217,8952067,3838973,1665701,261418,3197227,1271934,487202,95960,13295,188034,268201,83126,15838,15287,41852,3433758,1092368,286709,76152,773810,3145241,969743,221178,37488,491850,516444,388323,90652,10925,223199,2410965,644548,206484,53633,492904,199113,100023,20057,4626,71084,7226560,1877282,552710,224150,2337439
"Lesbian, Gay, Bisexual and Transgender",Other,3754675,2262075,985070,654988,2445789,32209,8207,20248,,15133,4424,7170,2804,4265,1314,128553,87315,24813,5215,111436,31284,14750,11336,,8403,499210,164482,176236,92676,276291,78871,72279,19223,2823,28150,40808,23790,9698,4364,41501,16215,14129,6079,,2687,10879,557,478,,3938,228613,115696,23506,73531,200579,92425,72655,62575,,142149,30630,20278,5810,755,2326,8841,22603,5690,3753,9567,83734,24243,27047,1077,101294,39090,38170,,18452,31510,24326,55296,2797,7959,5213,26026,27923,3499,14098,10605,33438,38015,,,11227,36670,42198,,48451,16139,6959,8974,1701,388,,89926,27800,29280,,46924,190332,72544,7023,24704,78357,84952,103651,23453,15699,136104,91055,14189,35817,7886,10300,3887,24593,,,15722,109905,56110,53674,4231,11809,10941,10610,3717,,1327,11879,11362,2333,6395,13143,24096,37358,6313,13041,35420,14973,7691,4532,3990,1517,108106,65620,9225,,87977,31024,27654,31709,3030,21571,127909,217932,98908,148044,136151,26449,28964,20114,8372,50731,9724,5047,2783,5818,5410,176106,36904,,13173,51191,48915,35255,11674,2100,8604,82750,100396,19379,2571,46715,93028,68093,47904,4796,125970,15796,636,6133,,14245,126361,21416,,16841,12058,9144,4449,244,,4880,77698,16197,1096,19158,8644,444207,98768,117165,5939,384895,39260,35926,1962,,4334,15318,4164,6076,195,1112,62186,77457,11664,5300,6894,112979,125272,17087,30437,49129,8037,5181,6904,,10409,50771,60604,2645,35288,37838,3757,1503,2715,173,6947,192954,213348,98908,100830,58053
"Lesbian, Gay, Bisexual and Transgender",Yes,9643329,4921592,1957048,705733,3255644,119339,66471,38336,,77983,24517,10597,5673,804,12206,306101,67497,42428,71711,94600,51707,32376,10024,14693,59986,1266395,659777,179981,83778,434661,180284,71754,39667,47256,51910,73389,51782,15123,2627,38035,28369,8055,5991,1835,16722,71722,6392,4811,21855,3023,536008,413163,134128,26995,249136,325925,162071,137999,26860,167394,52980,18978,22983,,4209,45167,24633,13055,3544,9826,346285,103775,19853,4417,81388,212398,90706,49248,13282,101758,61125,42277,,,21196,69955,44843,48078,1283,16957,60138,36487,69116,,33591,88558,52765,38014,25148,93826,37665,34968,680,,18625,255894,139706,23392,7064,13751,171051,158754,31940,2758,31428,217322,98706,45046,30106,24710,114891,62831,4548,3500,37402,18204,22893,23443,4853,10905,158233,67137,23324,21918,69275,42612,8685,8063,2157,13245,71292,37539,9972,,17663,61175,72148,24306,858,16669,45688,25350,6497,,9343,254376,151939,,26453,87196,66210,38166,9432,,26164,541555,306050,94630,19516,79383,247764,79202,49563,,159979,6622,16366,2769,7806,352,274860,116128,130204,3572,44364,140327,34384,32178,6999,41065,259001,90478,38628,16719,49725,431315,179531,147902,22675,169930,33035,17906,2486,,20883,51769,63814,12725,2799,11490,10823,12580,942,1165,1144,217821,112517,23839,14676,49613,1024468,518403,136397,101392,380704,90471,42168,30914,7564,35814,20983,9458,8232,2529,10102,227090,153590,41189,26546,111636,357685,113965,54206,19764,107602,34964,39291,24430,5286,,224100,127503,40400,,35666,13703,5039,267,970,1409,567750,253051,75064,45969,161613
Marital status,Did not report,474804,271956,55674,36125,1348159,,8797,,,2300,,874,,,2004,10180,9702,,,26975,16751,4177,,,5955,88270,23063,,,175889,13986,10571,,,55893,13466,2413,,,14306,4093,,1192,,1004,956,,,,4506,20936,5187,1880,17150,98020,61420,25368,,,51240,7789,,,,,5370,,268,,1051,4740,,,,67918,10255,2043,,,21867,8601,411,,,3090,7599,4447,1973,,11457,,4492,,,25191,6937,756,,,5024,1524,359,,,1414,2574,,14738,,26842,17917,,,,14856,14852,,,,50423,1048,10954,,,30497,3841,,1361,,12341,5029,5281,,8868,10595,12489,719,,,1790,4232,916,,,7910,440,,,,11642,3596,3240,,,3170,13540,3299,,,62195,1221,1142,,,9336,3916,49281,,,68335,13717,2878,,,15001,1207,,,,2662,8501,1740,,,95030,1387,2998,875,,9272,5676,4704,,,7507,1560,2491,,,32789,1596,,1350,,3437,2123,8739,,6965,11335,1619,846,662,,2297,5061,,,,17577,27170,20960,29431,,198583,3845,,302,2161,13522,157,237,250,,775,6799,2375,1391,,23243,15157,18782,,,12069,170,847,,981,4642,10273,25153,,,11997,1217,1716,,,1384,14166,,,,72034
Marital status,Divorced/separated,15263396,9615803,3648083,1339209,4901916,259136,175449,66446,12830,131397,39634,17347,5025,1203,4620,356694,177764,96914,45178,135219,140231,106699,50804,28956,47907,1695384,893811,332928,54563,372727,252040,135501,49184,24265,78025,178750,89957,56525,36304,24782,50387,33217,13579,3745,20130,24958,11723,14713,242,4352,1195796,726980,296387,74055,395835,417208,419605,316279,8584,103692,111765,46586,12203,3466,20584,111794,45633,16082,6204,27452,549470,395826,156177,43328,176016,316048,181379,78213,32427,127140,140266,88635,19432,16043,58803,117055,76314,28566,13437,54046,182018,138108,37898,25646,92039,190749,128442,70447,19985,71770,124683,51998,31931,2949,15717,287632,148727,72558,18094,109639,324768,200473,87326,42045,109087,445519,325738,165214,57741,153197,248836,151532,42127,8003,54197,124211,172658,67582,7986,33493,256023,162338,45448,44036,66860,48061,43750,8759,1642,12486,71012,54886,25017,6720,29587,157197,158445,56741,10916,52543,87477,36356,9816,4635,14829,415583,190153,19784,19069,117109,117176,80605,46242,3446,51356,938577,526454,120452,167293,264733,473838,388563,66986,58979,283138,38317,23320,5235,1561,9337,644612,359990,131502,44327,201009,174331,175993,41234,16168,108975,289000,132625,50501,7185,62717,669110,303202,136632,34928,210487,60330,21918,6767,1442,22770,297406,182151,20863,35095,61212,31990,27709,12904,7981,11240,278966,220631,84727,41510,96913,964715,780041,297242,121008,479406,115263,69745,34467,7688,11256,32362,20915,5048,4003,5108,374420,259806,46155,64543,100096,404276,223112,67715,22531,102738,75898,115463,39679,7765,33769,337165,96125,71920,16801,56781,25259,21405,11706,657,13593,804979,370600,82987,164263,283309
Marital status,Married,81977354,27399433,7249702,1817100,19318893,1170984,511280,135919,98325,312388,211573,65085,9099,3366,27341,1835800,591456,133390,16931,296949,692715,327294,45763,19145,195149,9114578,2902134,945918,144906,1835504,1740956,512679,97822,30400,322375,999337,252576,35954,42875,281501,285885,111459,10160,188,46014,159702,18763,4383,1043,8493,4678757,2168344,488535,232170,1373533,2328184,719788,221523,86265,595938,326139,117770,44596,3501,64571,545154,198212,47421,14270,87829,2914500,1232436,210028,81356,805741,1818730,477897,176040,17073,449360,880128,293563,42816,1357,192053,767758,275832,31462,17063,162662,1118905,459907,131344,39506,300781,776698,568427,111919,38351,406553,361248,119642,22866,1554,56343,1801367,507718,76043,18497,202048,1890802,461348,91484,7343,382472,2691848,687575,233679,66026,537907,1732378,418001,64007,28474,318761,631328,292112,65773,26565,199873,1730304,476593,85313,86273,316437,322718,93841,18459,3648,23242,541108,146268,31184,11322,97796,767463,308376,124828,15145,182154,426593,122999,18724,1596,63418,2525616,755111,162581,42087,595830,353240,153334,62874,3032,114948,4431434,1470870,519715,118210,1255409,2604085,894549,264847,69973,747378,208549,54673,20173,5818,42258,3235469,1016764,248714,44362,480189,919453,401603,75592,10877,182236,1133983,389121,38941,12576,168226,3091591,1078510,333836,76528,680874,312542,82914,20835,3434,48538,1448832,425249,59580,17920,492320,271580,81175,8158,,37057,1901038,645241,155786,93582,432684,6226329,2160715,1030603,89363,2329796,1022840,361627,54828,9807,133947,209580,54299,15101,3475,27048,2306068,719802,165780,24209,549235,2263535,541752,94310,9975,326280,363270,232414,57230,7465,166102,1738914,386759,95817,17375,330005,145765,53575,7945,2496,33348,4613528,1252949,518253,69103,1245553
Marital status,Never married,29811315,13963344,6273176,2214440,13707206,284038,219482,99116,21372,110409,52423,26657,10492,5112,25694,705484,349009,196030,66656,283415,193489,78487,24239,7838,112253,4635935,1847321,952815,250561,2058404,531302,228680,116077,25246,131417,325632,114236,35093,6640,129202,44690,38152,40391,7884,33480,144483,18793,19660,23147,12632,1435810,1135353,584490,231333,1174411,822751,623164,291976,70326,624130,101693,128116,16913,755,43533,123835,72902,48766,2124,48426,1055276,625731,207702,115419,460568,503423,212367,45610,55359,337813,279509,107185,72083,12083,69525,195135,115699,80176,8516,97187,280009,142448,70163,32584,207415,240454,121391,128817,124751,276147,120460,79155,10406,6155,45150,654304,297335,97797,26396,110190,775148,314162,97847,18533,320805,832033,379819,125608,43463,510466,549382,222276,87380,19700,153132,109242,140475,52307,38181,88860,472095,177692,122477,81995,225892,110063,32644,40723,14211,35157,156060,87970,19822,8867,80388,172970,134842,76794,17953,114947,113770,55032,51918,6557,29581,729617,344223,146443,36499,505614,256179,87281,55163,25329,93117,2250752,751740,302983,196304,882876,839605,237649,284128,37389,414502,54557,42695,4305,8183,21317,1065107,472618,170891,87562,266753,294558,161878,102704,32880,85980,468669,129541,51053,62998,172019,1308341,445182,282699,53219,678480,88538,54767,17562,1844,56838,292057,160964,92044,14880,234460,71301,34583,6608,5792,20411,411984,287131,83506,34629,265842,3031788,1388921,476447,158378,1156228,241411,131456,36305,1203,86618,49368,16567,9565,10532,22600,905053,314346,100968,15671,298506,789497,383661,121996,58680,225767,102477,72358,21988,,32259,500017,293493,79971,19457,205237,39539,25716,2159,3293,31153,2263853,707785,254377,185781,1007454
Marital status,Widowed,6703536,2551922,808956,258451,1471058,117139,29826,28613,7685,31527,9111,6731,3730,3785,426,181075,66186,27850,5140,23883,65664,46117,18197,16448,26966,758150,298142,116896,15731,124544,102478,36770,2518,3497,10688,98132,19991,3242,595,26980,31396,5411,,,2889,10306,4051,1633,,2252,494562,265788,98974,47155,111297,227502,68311,17225,5435,26461,32722,7385,4126,,421,26068,11391,4745,290,10607,298350,113591,18789,8113,10044,146904,27804,6693,,38736,49047,31184,1641,797,15268,58139,16281,2730,14098,12840,46491,31220,10148,4201,11447,51943,38271,6930,,39954,26614,13075,6190,1701,572,131291,26141,19921,1674,32258,93577,47583,37069,2707,41858,205804,101601,15170,12756,62303,98200,7489,10445,11875,23928,49117,43502,7402,7917,6268,204161,34265,24854,,21048,25198,3805,5319,228,5688,37162,6062,5192,,14560,34514,20267,2430,,28632,28029,21432,482,,6758,300812,37993,9194,2304,57208,48419,24911,15723,2209,7748,386741,143145,,1623,145649,277362,73579,16729,,48144,7945,3447,1035,6139,2527,259833,40462,13429,6830,16603,61856,49311,10663,3039,35711,77661,40741,6952,2044,12481,301129,102172,16232,16488,63684,31325,3777,239,,7454,72249,36546,17318,,34516,19994,2346,,169,447,105636,129266,16356,,50632,423012,227249,115820,,143598,46692,12372,2934,2161,8564,16452,5150,183,,183,172516,38928,42408,4464,29504,184209,75309,8450,3865,17563,26739,14038,3089,,4051,135474,37352,1820,35288,11679,8633,4154,1228,,2008,444321,142236,,,172677
Presence of children under 18 years old,Children in household,43275351,22250149,8588349,2535022,19024421,627288,402108,152890,70821,245500,128800,47324,10919,5230,29718,1070738,495010,177348,58239,306218,442723,276611,51098,23754,235948,5434900,2798691,1231606,251239,2530322,812114,353771,95288,26564,231109,515242,201206,35049,22254,166294,112013,52745,20119,9222,46356,96588,18010,9935,21175,11343,2088382,1486783,834472,436061,1394513,1280931,615426,465407,53989,797732,206016,105846,63080,3501,80948,321425,139183,49686,3759,87179,1624142,935469,198127,101782,608536,872345,429849,187582,42060,504460,414701,236689,45711,14011,128595,382395,209976,59767,25532,185045,511246,309550,101836,68789,296985,381668,349311,151234,53264,346248,138849,92952,38996,3372,38443,1029573,440388,87880,9106,165379,1001198,347384,129560,55889,329245,1182332,712522,260151,65236,539710,809896,361072,74924,23428,236212,387920,307924,108654,40016,164447,1010887,352589,154866,143065,314830,137324,64395,36535,9367,32008,271227,151186,36161,4459,80125,397499,270650,111033,24798,191696,194147,102700,13559,2558,47900,1382209,423414,194256,23557,581970,237015,128170,66197,25626,139682,2602687,1226150,425490,124478,961360,1369777,789574,287049,31319,678202,111364,55560,19831,17544,32055,1553613,987324,320090,32207,498718,559639,373802,69379,13100,183552,538914,294232,69732,21537,187847,1526075,697219,344758,47469,781516,149496,57466,26321,2353,64084,726870,339456,109460,14784,323205,142106,58929,12000,8305,27860,856645,588084,123583,103490,395149,3422006,1675512,993106,211730,2533053,684534,258548,43418,8172,121826,86301,40131,3021,9838,19621,1174144,567371,168814,52565,400007,1193492,525334,146214,47832,328751,161868,193681,44185,6770,106538,850717,268646,116382,57615,234419,61369,34229,11590,2190,51963,2793431,932445,389773,78119,977721
Presence of children under 18 years old,No children,90955054,31552308,9447243,3130304,21722810,1204008,542726,177205,69391,342521,183940,69372,17426,8236,30368,2018496,699108,276835,75665,460224,666127,286162,87905,48634,152282,10857417,3165780,1116952,214523,2036746,1828648,570431,170313,56845,367290,1100076,277966,95764,64160,310476,304438,135494,45203,2595,57161,243818,35320,30453,3257,20892,5737480,2814868,635794,165804,1758584,2576134,1240809,381596,116621,603729,374092,194010,14758,4221,48162,490796,188956,67595,19129,88186,3198194,1432115,394569,146434,911752,1923015,471640,118973,62798,470455,942850,284288,90261,16270,210143,763291,278597,85140,27582,153147,1116178,466626,147717,33147,339887,885113,507976,166880,129824,453199,495680,171277,32398,8988,80753,1847595,539534,193176,55555,315599,2101014,676182,184166,14740,539833,3007723,782212,279521,114750,774587,1819948,449180,129035,44624,344303,529819,340822,85770,40633,176389,1656725,503580,123226,78108,326002,381204,110364,36725,10361,46355,538348,144916,45055,22450,150117,735085,351280,149760,19216,198221,465317,136358,67380,10230,69856,2602959,907365,143747,76402,755986,539221,219104,113805,8390,136823,5408733,1715339,517660,358953,1655640,2838830,807644,345642,135022,829960,199210,68574,10917,4156,46046,3659909,904250,244446,150874,560866,891947,417983,161689,49864,238623,1436075,402500,77716,63266,235104,3845656,1234338,424641,133694,884798,344836,105911,20433,4367,74953,1385798,474194,80345,60075,510639,254378,87730,16333,5637,43592,1846040,694185,216792,66230,468499,7251008,2902375,956437,157019,1774559,745517,316652,85418,14848,132080,221618,57037,27126,8172,36093,2590712,767885,187888,56321,600578,2463182,717282,146257,47219,355665,406686,241438,77801,9441,134285,1871126,570236,133146,31305,381279,159043,72337,11449,4256,29523,5347416,1541124,465844,341028,1803306
